capture_session_id,observed_start_utc,observed_end_utc,profile_revision_id,capture_state,recording_manifest_uri,recording_manifest_digest,raw_available,analysis_run_id,pipeline_lane,pipeline_release_id,trigger,analysis_state,analysis_created_utc,analysis_sealed_utc,analysis_manifest_uri,analysis_manifest_digest,input_manifest_digest,raw_integrity_attestation_id,product_count,complete_products,no_result_products,partial_products,product_bytes,recording_manifest_path,analysis_manifest_path,screen_category,screen_path_count,screen_band_relationship,screen_common_overlap_s,screen_normalized_slope_spread_hz_s,screen_observation_count,screen_qualified_pilot_segments,screen_analyzed_pilot_segments,screen_path_ids,screen_branch_ids
cap-20260825T120814-0b3f87b4c621,2026-08-25T12:08:18.060946Z,2026-08-25T12:09:18.193867Z,1106770,committed,bulk://recordings/2026/08/25/cap-20260825T120814-0b3f87b4c621,sha256:6a870fee6aa5da9a6205a4add760ff601e01b11995b41a9413975fda3be1f1e0,t,capture-208731c057a349af9d1af061adf49a5c,standard,d331df8eaf4f64bfb2cec75e1c664af10aebbdd8,new_capture,succeeded,2026-08-25T12:09:23.526955Z,2026-08-25T12:25:11.102499Z,bulk://analysis/cap-20260825T120814-0b3f87b4c621/capture-208731c057a349af9d1af061adf49a5c/manifest.json,sha256:bc14b645ee98beeb47d41f2792f8937e4ca87501cbe505262cf75d7395dda58d,sha256:6a870fee6aa5da9a6205a4add760ff601e01b11995b41a9413975fda3be1f1e0,952,138,108,30,0,251365159,/srv/bulk/leo/recordings/2026/08/25/cap-20260825T120814-0b3f87b4c621/manifest.json,/srv/bulk/leo/analysis/cap-20260825T120814-0b3f87b4c621/capture-208731c057a349af9d1af061adf49a5c/manifest.json,3p-cross,3,cross-band,2.46695892,65.06506222657981,222,0,45,stream-0/radio_pluto_5d4d/RX1;stream-1/radio_pluto_19f2/RX0;stream-1/radio_pluto_19f2/RX1,sha256:28e76ba9cd3d9ce1d32af0e136cbc54b8858a5ab7a3136f94b41e0798200154c;sha256:296b0ba91520f40d270046b7d11146f3af4ac4aeb74a4a7a6668c9904d631b2e;sha256:659c764d96deefde14b916ffca13ea7673683f8a27b4cb8a4728607072a89b72
cap-20260825T121050-814d20dbdb46,2026-08-25T12:10:53.866299Z,2026-08-25T12:11:54.001845Z,1106770,committed,bulk://recordings/2026/08/25/cap-20260825T121050-814d20dbdb46,sha256:0b89ce9140fe7003b15f123b0ab1b38c9a87eb6f2513577f94a5dc4add9c51ee,t,capture-4f38525d8b414eca925bfc32014c8305,standard,d331df8eaf4f64bfb2cec75e1c664af10aebbdd8,new_capture,succeeded,2026-08-25T12:11:58.947805Z,2026-08-25T12:35:07.746925Z,bulk://analysis/cap-20260825T121050-814d20dbdb46/capture-4f38525d8b414eca925bfc32014c8305/manifest.json,sha256:6b553c0c15c05f42a06eef2de7a61cb673e45ef62b9e92e8ab8cccf0be3b51e6,sha256:0b89ce9140fe7003b15f123b0ab1b38c9a87eb6f2513577f94a5dc4add9c51ee,953,138,138,0,0,391199899,/srv/bulk/leo/recordings/2026/08/25/cap-20260825T121050-814d20dbdb46/manifest.json,/srv/bulk/leo/analysis/cap-20260825T121050-814d20dbdb46/capture-4f38525d8b414eca925bfc32014c8305/manifest.json,4p-cross,4,cross-band,6.875,47.41612048726665,934,19,64,stream-1/radio_pluto_19f2/RX1;stream-0/radio_pluto_5d4d/RX1;stream-0/radio_pluto_5d4d/RX0;stream-1/radio_pluto_19f2/RX0,sha256:343fffc4d80e930f6ac82a22f3b569bef8f4f57b099c8856bddeacb2cbd97a93;sha256:f6307733794ac5bc74c102a427b0238ebf8315c186583a9677789786f96e512e;sha256:aaa2ebedb8b37171545f700ccd6e7d08ca6d4638c72dc32513f3095568deb617;sha256:99056213e10e43373979789d687f14452862aea893a4c421144726bfcfc200d0
cap-20260825T122504-118f2dc23da4,2026-08-25T12:25:07.324797Z,2026-08-25T12:26:07.466298Z,1106770,committed,bulk://recordings/2026/08/25/cap-20260825T122504-118f2dc23da4,sha256:4b91a7269aaf3d23efc3b5c8d776389a6a767711ea8b3cd7b3449efee373d8a1,t,capture-a18130d04bc04ef4876af96a8134eeca,standard,d331df8eaf4f64bfb2cec75e1c664af10aebbdd8,new_capture,succeeded,2026-08-25T12:26:13.287631Z,2026-08-25T12:44:00.688524Z,bulk://analysis/cap-20260825T122504-118f2dc23da4/capture-a18130d04bc04ef4876af96a8134eeca/manifest.json,sha256:e8749db2a6f22aa47ac78b506d561c9d5ce00607f6c85fe9188158db08d58be2,sha256:4b91a7269aaf3d23efc3b5c8d776389a6a767711ea8b3cd7b3449efee373d8a1,954,138,108,30,0,359766572,/srv/bulk/leo/recordings/2026/08/25/cap-20260825T122504-118f2dc23da4/manifest.json,/srv/bulk/leo/analysis/cap-20260825T122504-118f2dc23da4/capture-a18130d04bc04ef4876af96a8134eeca/manifest.json,3p-cross,3,cross-band,6.933392018,53.36232988759002,1016,4,48,stream-0/radio_pluto_5d4d/RX1;stream-0/radio_pluto_5d4d/RX0;stream-1/radio_pluto_19f2/RX1,sha256:7a5663c48d6687723d3ea1910907f61b2748c07508eb84d8998a864bab9d215a;sha256:f2074b8dfb3c4a5564ac973669468d04d9188e8b7b056f247d2008c04ad948a8;sha256:c96b5e3c656fd9cf2194bf4ea7139acc1d735718f95bb59687aa6e2feabdf1b0
cap-20260825T122739-68a6c7077fd1,2026-08-25T12:27:42.384216Z,2026-08-25T12:28:42.509438Z,1106770,committed,bulk://recordings/2026/08/25/cap-20260825T122739-68a6c7077fd1,sha256:0fec9fd73979172336462616b2f17fad884035811c2d307b062be5c7c1b600fd,t,capture-a2851c2ff5984aae8e870bc10cd12200,standard,d331df8eaf4f64bfb2cec75e1c664af10aebbdd8,new_capture,succeeded,2026-08-25T12:28:47.860922Z,2026-08-25T12:53:00.131267Z,bulk://analysis/cap-20260825T122739-68a6c7077fd1/capture-a2851c2ff5984aae8e870bc10cd12200/manifest.json,sha256:24c0f9620807912e6346780f02769b252d9d907b1bcb52a5f350b379d78aa02c,sha256:0fec9fd73979172336462616b2f17fad884035811c2d307b062be5c7c1b600fd,955,138,108,30,0,311546655,/srv/bulk/leo/recordings/2026/08/25/cap-20260825T122739-68a6c7077fd1/manifest.json,/srv/bulk/leo/analysis/cap-20260825T122739-68a6c7077fd1/capture-a2851c2ff5984aae8e870bc10cd12200/manifest.json,3p-cross,3,cross-band,3.375303858,34.452863656734735,269,0,48,stream-0/radio_pluto_5d4d/RX0;stream-0/radio_pluto_5d4d/RX1;stream-1/radio_pluto_19f2/RX1,sha256:56d18164f0cefe74dc005b606c64e684513d43a19f908dc21f8f45bc8cf91bcb;sha256:55c150f964640e52e6f6ef9a688492ebc86c9bbb76d21f2d607cd1cf2276f95d;sha256:23a676e2d01df0cf51121d5d1429bacba5d1020bf429af9ed9357ad191ac2e18
cap-20260825T124353-2772a9000f84,2026-08-25T12:43:56.272738Z,2026-08-25T12:44:56.408716Z,1106770,committed,bulk://recordings/2026/08/25/cap-20260825T124353-2772a9000f84,sha256:a427eacdc9089b3e15eea034255c9c9c4ebca3aadf9297249a7317aedaa678ac,t,capture-ce62437d948347199185cad34f02a8a9,standard,d331df8eaf4f64bfb2cec75e1c664af10aebbdd8,new_capture,succeeded,2026-08-25T12:45:01.220449Z,2026-08-25T13:01:59.376429Z,bulk://analysis/cap-20260825T124353-2772a9000f84/capture-ce62437d948347199185cad34f02a8a9/manifest.json,sha256:e019899d531a4a8c0bcb982a07bcd7f2875acf08e1e7fe5b3c0856741ba0b256,sha256:a427eacdc9089b3e15eea034255c9c9c4ebca3aadf9297249a7317aedaa678ac,956,138,138,0,0,383643706,/srv/bulk/leo/recordings/2026/08/25/cap-20260825T124353-2772a9000f84/manifest.json,/srv/bulk/leo/analysis/cap-20260825T124353-2772a9000f84/capture-ce62437d948347199185cad34f02a8a9/manifest.json,4p-cross,4,cross-band,7.75,87.88099366242886,825,11,64,stream-1/radio_pluto_19f2/RX0;stream-0/radio_pluto_5d4d/RX0;stream-1/radio_pluto_19f2/RX1;stream-0/radio_pluto_5d4d/RX1,sha256:3b9322d816e23f769f75a7c784189d8a970726f9fda8249ebe6480e9554df8e5;sha256:684ea2323154359d755082c4e63de08e136b45e208bcae4d413b7373a80ce3ee;sha256:2d24246a355676af88cdb703e827f6066fcf8b0ac153e8e01f874f2391baf6a9;sha256:3ba70fe08dbbb6d298e38db793dfa2202a075ab000f9fcb6c5056b467bcff84b
cap-20260825T124625-47b24c68ea47,2026-08-25T12:46:28.318337Z,2026-08-25T12:47:28.451734Z,1106770,committed,bulk://recordings/2026/08/25/cap-20260825T124625-47b24c68ea47,sha256:3c1d9127f2e7b995ec0802df1a812b8bc04e208f14a7c7a17386b1f61f447887,t,research-0ddd0f0141ec42c08ce8f16aced967a6,research,d331df8eaf4f64bfb2cec75e1c664af10aebbdd8,new_capture,succeeded,2026-08-25T12:47:32.949250Z,2026-08-25T13:30:33.191920Z,bulk://analysis/cap-20260825T124625-47b24c68ea47/research-0ddd0f0141ec42c08ce8f16aced967a6/manifest.json,sha256:708ed34570ee0d9a0b4e8c5e876d2ad3649887559f5dccb1b53b2a8f1aa20fe6,sha256:3c1d9127f2e7b995ec0802df1a812b8bc04e208f14a7c7a17386b1f61f447887,957,138,72,66,0,824497671,/srv/bulk/leo/recordings/2026/08/25/cap-20260825T124625-47b24c68ea47/manifest.json,/srv/bulk/leo/analysis/cap-20260825T124625-47b24c68ea47/research-0ddd0f0141ec42c08ce8f16aced967a6/manifest.json,2p-same,2,same-band,2.45,61.761497467315166,606,10,28,stream-1/radio_pluto_19f2/RX1;stream-1/radio_pluto_19f2/RX0,sha256:9febeb4f74e7cd52095bd41db4381870e022345bacac43f2f547e7b19e89c4d3;sha256:b79b2d892b64c8609b050a7d7b56778227a63db754870764b9f12fe5a8b601d9
cap-20260825T130151-a49ace995c50,2026-08-25T13:01:54.763681Z,2026-08-25T13:02:54.903785Z,1106770,committed,bulk://recordings/2026/08/25/cap-20260825T130151-a49ace995c50,sha256:3326596cf3a250e93845658534f34ed718d1defff1f772cdbd4a8d9a537b9f1f,t,capture-00b2a46cb4ea488e883b6fc3357a657d,standard,d331df8eaf4f64bfb2cec75e1c664af10aebbdd8,new_capture,succeeded,2026-08-25T13:02:59.672103Z,2026-08-25T13:30:43.727227Z,bulk://analysis/cap-20260825T130151-a49ace995c50/capture-00b2a46cb4ea488e883b6fc3357a657d/manifest.json,sha256:47a8b137979b0ee5743b785e93c1bd698bd3a34eaab36e1a36b5fc1250ab28ca,sha256:3326596cf3a250e93845658534f34ed718d1defff1f772cdbd4a8d9a537b9f1f,958,138,138,0,0,280814867,/srv/bulk/leo/recordings/2026/08/25/cap-20260825T130151-a49ace995c50/manifest.json,/srv/bulk/leo/analysis/cap-20260825T130151-a49ace995c50/capture-00b2a46cb4ea488e883b6fc3357a657d/manifest.json,4p-same,4,same-band,2.215056624,52.837783781476446,665,47,62,stream-1/radio_pluto_19f2/RX1;stream-0/radio_pluto_5d4d/RX0;stream-1/radio_pluto_19f2/RX0;stream-0/radio_pluto_5d4d/RX1,sha256:acce28aac90e32724648a53426ca407d90b71e4e26df3c243288c716ac774e05;sha256:f0942e5e402e77da3464b8852b8a658021027ef85b0cc62acaa584746bc244ab;sha256:7b40f20e7d264c15c24e6352a42847448f6c34a1700a6bfcb18f1e2f8dd91508;sha256:fb070e2e6b4b3e64d464ac6cb24a6b380f06f388604b7885d99d94f10506a142
cap-20260825T130425-1678069fefd1,2026-08-25T13:04:28.579084Z,2026-08-25T13:05:28.711582Z,1106770,committed,bulk://recordings/2026/08/25/cap-20260825T130425-1678069fefd1,sha256:e7ff12eb1182d8500470b1d19db44de2b70031d9ead7967fa9bcffb2cfe9dedb,t,capture-26248533f2dd4bd193e840ce10a914b4,standard,d331df8eaf4f64bfb2cec75e1c664af10aebbdd8,new_capture,succeeded,2026-08-25T13:05:33.342505Z,2026-08-25T13:39:58.775692Z,bulk://analysis/cap-20260825T130425-1678069fefd1/capture-26248533f2dd4bd193e840ce10a914b4/manifest.json,sha256:6e5fc7f41120d950dcee5ecde9faf402d1314637a44048c081d8e53d3562f665,sha256:e7ff12eb1182d8500470b1d19db44de2b70031d9ead7967fa9bcffb2cfe9dedb,959,138,138,0,0,437001009,/srv/bulk/leo/recordings/2026/08/25/cap-20260825T130425-1678069fefd1/manifest.json,/srv/bulk/leo/analysis/cap-20260825T130425-1678069fefd1/capture-26248533f2dd4bd193e840ce10a914b4/manifest.json,4p-cross,4,cross-band,9.825,47.77210305505105,1119,18,64,stream-0/radio_pluto_5d4d/RX0;stream-1/radio_pluto_19f2/RX1;stream-1/radio_pluto_19f2/RX0;stream-0/radio_pluto_5d4d/RX1,sha256:6c178e47b6436843e26dea130ba171405d30db772effcbca9ab5c9923a8aa470;sha256:f81fbc067712b17eb893fad089b973f5e4b33b8135b61a98590b4d6e7ed502d1;sha256:9ecaac615c767c67678e13d8d163e31e7c89b9ad9be192044a9fe42a12b19975;sha256:91308f187fddff5957753068c46f145aaa2b5c2460d7190605d7aefec22a04f3
cap-20260825T133033-14e202d5ef1a,2026-08-25T13:30:37.178760Z,2026-08-25T13:31:37.300065Z,1106770,committed,bulk://recordings/2026/08/25/cap-20260825T133033-14e202d5ef1a,sha256:5836699eb61a2d07d3c2f4cbdaa5f49658bc71d1e0db0025a6ceb49ed4c419ea,t,capture-021f1cb329444619a4551770dd9ac558,standard,d331df8eaf4f64bfb2cec75e1c664af10aebbdd8,new_capture,succeeded,2026-08-25T13:31:41.593889Z,2026-08-25T13:49:53.573399Z,bulk://analysis/cap-20260825T133033-14e202d5ef1a/capture-021f1cb329444619a4551770dd9ac558/manifest.json,sha256:e141650aa80e86365cb4e0175ecd75e73b24277bc6ea80fc4bb4d3f1b2266ef3,sha256:5836699eb61a2d07d3c2f4cbdaa5f49658bc71d1e0db0025a6ceb49ed4c419ea,960,138,108,30,0,377458249,/srv/bulk/leo/recordings/2026/08/25/cap-20260825T133033-14e202d5ef1a/manifest.json,/srv/bulk/leo/analysis/cap-20260825T133033-14e202d5ef1a/capture-021f1cb329444619a4551770dd9ac558/manifest.json,3p-same,3,same-band,7.225,49.30865145108237,921,0,48,stream-0/radio_pluto_5d4d/RX0;stream-1/radio_pluto_19f2/RX1;stream-0/radio_pluto_5d4d/RX1,sha256:f6e7b81b83d67c5ef61616a2e323cf1cdc1a5cec347ef396c123d4147965f3f9;sha256:774939222d54f9ab6f8dd343e8f0c477b175eb5bf9057a9da4071368569711e6;sha256:5382055babbdb67262905bc4e5669b8f22e8e9475ff90be5bc3fbec65fa93bfc
cap-20260825T133307-5eaedd058cf5,2026-08-25T13:33:10.745972Z,2026-08-25T13:34:10.881507Z,1106770,committed,bulk://recordings/2026/08/25/cap-20260825T133307-5eaedd058cf5,sha256:30f6ab00d5c2b02e5c02d3381a8126de848a9dbdd7d5ed9b2021af5ecd435d10,t,capture-f7a989e611c0480e9182d25a2fce9b61,standard,d331df8eaf4f64bfb2cec75e1c664af10aebbdd8,new_capture,succeeded,2026-08-25T13:34:15.574583Z,2026-08-25T13:57:36.610539Z,bulk://analysis/cap-20260825T133307-5eaedd058cf5/capture-f7a989e611c0480e9182d25a2fce9b61/manifest.json,sha256:c492a1db5cdfad4d024c9380b80f63484ae597c7d4d22d6bff7125e708646290,sha256:30f6ab00d5c2b02e5c02d3381a8126de848a9dbdd7d5ed9b2021af5ecd435d10,961,138,138,0,0,306502230,/srv/bulk/leo/recordings/2026/08/25/cap-20260825T133307-5eaedd058cf5/manifest.json,/srv/bulk/leo/analysis/cap-20260825T133307-5eaedd058cf5/capture-f7a989e611c0480e9182d25a2fce9b61/manifest.json,3p-same,3,same-band,5.235627094,39.556556527395514,859,30,48,stream-0/radio_pluto_5d4d/RX0;stream-0/radio_pluto_5d4d/RX1;stream-1/radio_pluto_19f2/RX1,sha256:fa6d2a7ccbd994df2284405c392f1ab4e60a2ec38bc74e1e86d48a197c2c24c0;sha256:e011b8dbeef468d8fb8d93683fdc15bbabe57e011e6b01a448173d65a3070e0c;sha256:b6b65ae07271aef1e645ea5b3ce7cdaca468c507ef6ab9af14a1b39106e5c9a3
cap-20260825T134944-696938e832f4,2026-08-25T13:49:47.888607Z,2026-08-25T13:50:48.026059Z,1106770,committed,bulk://recordings/2026/08/25/cap-20260825T134944-696938e832f4,sha256:c7f7e57a28d242129c89235db9c52fad2bc86fe7154c29f5bc113b7b579f3c2b,t,capture-bc7c10e63be74da4a4187eab1336e00a,standard,d331df8eaf4f64bfb2cec75e1c664af10aebbdd8,new_capture,succeeded,2026-08-25T13:50:52.386190Z,2026-08-25T14:05:33.516120Z,bulk://analysis/cap-20260825T134944-696938e832f4/capture-bc7c10e63be74da4a4187eab1336e00a/manifest.json,sha256:1839dad88732595e2417f9ee91c770f9a71de89cd1ad29373125eb36e088182b,sha256:c7f7e57a28d242129c89235db9c52fad2bc86fe7154c29f5bc113b7b579f3c2b,962,138,138,0,0,284152638,/srv/bulk/leo/recordings/2026/08/25/cap-20260825T134944-696938e832f4/manifest.json,/srv/bulk/leo/analysis/cap-20260825T134944-696938e832f4/capture-bc7c10e63be74da4a4187eab1336e00a/manifest.json,4p-same,4,same-band,5.55,19.872816196297208,885,1,64,stream-0/radio_pluto_5d4d/RX0;stream-1/radio_pluto_19f2/RX0;stream-1/radio_pluto_19f2/RX1;stream-0/radio_pluto_5d4d/RX1,sha256:8aecec4c453b32a108f09ee9c1bfb7565f584e3cc4f2e90d1daa01890af31454;sha256:e4cbf994e72c9d5adc86be143fef42c9e8db47299a9ff1a5472b42b80301d708;sha256:df667732d7ad4c1a9eaedc782245dbb4394117e7efcd2c208043f5a230591f04;sha256:832ea80231e540bb139fc8996eb5d479a2c009e43fbbaee2e0d481bfa96ac863
cap-20260825T135219-697f458d0037,2026-08-25T13:52:22.558955Z,2026-08-25T13:53:22.686158Z,1106770,committed,bulk://recordings/2026/08/25/cap-20260825T135219-697f458d0037,sha256:aeba0afd53150fa49ef5a756ead914870f57dc5f7bc598216167bf73131a33ff,t,capture-50a995f9874343b7869391d0c1ef144b,standard,d331df8eaf4f64bfb2cec75e1c664af10aebbdd8,new_capture,succeeded,2026-08-25T13:53:27.588556Z,2026-08-25T14:15:32.281761Z,bulk://analysis/cap-20260825T135219-697f458d0037/capture-50a995f9874343b7869391d0c1ef144b/manifest.json,sha256:da247b1b6d39d64dce0614f0bde5a8c8292a8d9ddcdda298d5eb1a40d569aa60,sha256:aeba0afd53150fa49ef5a756ead914870f57dc5f7bc598216167bf73131a33ff,963,138,138,0,0,439916616,/srv/bulk/leo/recordings/2026/08/25/cap-20260825T135219-697f458d0037/manifest.json,/srv/bulk/leo/analysis/cap-20260825T135219-697f458d0037/capture-50a995f9874343b7869391d0c1ef144b/manifest.json,4p-cross,4,cross-band,11.822813341,26.759038445788974,1631,34,64,stream-1/radio_pluto_19f2/RX1;stream-1/radio_pluto_19f2/RX0;stream-0/radio_pluto_5d4d/RX0;stream-0/radio_pluto_5d4d/RX1,sha256:c3fa9c17064a0ba282498c47585e79f19b39ac71799fc8f17eed5ededddf2eba;sha256:78c88393dbd81e8a4593953fa43f334dc5f934a7540aea84a66991561240d406;sha256:504e43b4259d0467178fb505cff8fce5d2a045c3b2c277a41455dea6e6e6a4c7;sha256:df62a5c2725973a7a8d571eec0ac8a50642b09da4b0d52819323786acc92f768
cap-20260825T140527-d217551beff0,2026-08-25T14:05:30.388320Z,2026-08-25T14:06:30.523410Z,1106770,committed,bulk://recordings/2026/08/25/cap-20260825T140527-d217551beff0,sha256:e423db06d4830eddf15d5481d95197c65f70a84561fc34a0c428f7733d685459,t,research-8e12accfa34c477f82f2d8f57d915dc2,research,d331df8eaf4f64bfb2cec75e1c664af10aebbdd8,new_capture,succeeded,2026-08-25T14:06:35.210153Z,2026-08-25T14:45:14.868484Z,bulk://analysis/cap-20260825T140527-d217551beff0/research-8e12accfa34c477f82f2d8f57d915dc2/manifest.json,sha256:315e2a2a2a00ab79d731d61f1939226d85034bd0f7098ec60c43bd5e1b5319ec,sha256:e423db06d4830eddf15d5481d95197c65f70a84561fc34a0c428f7733d685459,964,138,138,0,0,939890104,/srv/bulk/leo/recordings/2026/08/25/cap-20260825T140527-d217551beff0/manifest.json,/srv/bulk/leo/analysis/cap-20260825T140527-d217551beff0/research-8e12accfa34c477f82f2d8f57d915dc2/manifest.json,4p-same,4,same-band,6.23,53.05554225548531,1487,21,64,stream-0/radio_pluto_5d4d/RX0;stream-1/radio_pluto_19f2/RX0;stream-0/radio_pluto_5d4d/RX1;stream-1/radio_pluto_19f2/RX1,sha256:c394887082dd553ed831851003bb7be9329518528a1812c3501d3b41d34c290d;sha256:43f83ba41a3c1ce4869fc69e6ec112201be8ad7472aa8f43bb69b388ab55e9a4;sha256:92fc1393fd97fd39cba391e7caebf78a2c47109aef7db0191722d4ce27265a48;sha256:cbe25c3505cdfe80212195caf338c08f1c6af06bd024b2af26266cc9f6eb65a6
cap-20260825T140801-f3fab6fb8ea7,2026-08-25T14:08:05.036357Z,2026-08-25T14:09:05.164702Z,1106770,committed,bulk://recordings/2026/08/25/cap-20260825T140801-f3fab6fb8ea7,sha256:683885d606a03d7b30a2884a007ed01af38de865ed845c767cead1f839ec5b25,t,capture-6b5b13e327254a7b83f1473810464b61,standard,d331df8eaf4f64bfb2cec75e1c664af10aebbdd8,new_capture,succeeded,2026-08-25T14:09:09.863533Z,2026-08-25T14:31:40.125582Z,bulk://analysis/cap-20260825T140801-f3fab6fb8ea7/capture-6b5b13e327254a7b83f1473810464b61/manifest.json,sha256:6f12c4b15d71e5b93ef4802904f1e898232cec489880f62f69fae06dca1c3ec8,sha256:683885d606a03d7b30a2884a007ed01af38de865ed845c767cead1f839ec5b25,965,138,108,30,0,325730822,/srv/bulk/leo/recordings/2026/08/25/cap-20260825T140801-f3fab6fb8ea7/manifest.json,/srv/bulk/leo/analysis/cap-20260825T140801-f3fab6fb8ea7/capture-6b5b13e327254a7b83f1473810464b61/manifest.json,2p-same,2,same-band,7.025,25.098464779332062,583,20,32,stream-0/radio_pluto_5d4d/RX1;stream-0/radio_pluto_5d4d/RX0,sha256:e5009b7e1dd456fca818035f14f5784f7386144e24eae5593a1b828ac43e93ba;sha256:e36a8fd5082a9539ed2890c699a7ebd19da2b67be089e89683ebf5c4e3d7ffe7
cap-20260825T142817-9949c81ca994,2026-08-25T14:28:20.508861Z,2026-08-25T14:29:20.631666Z,1106770,committed,bulk://recordings/2026/08/25/cap-20260825T142817-9949c81ca994,sha256:aaf56724083d7d13ba5e1b297e2913db59d20cecdd251b9a9344e9851f800eb0,t,capture-0519963f25144300b914f76ce51cc334,standard,d331df8eaf4f64bfb2cec75e1c664af10aebbdd8,new_capture,succeeded,2026-08-25T14:29:25.884610Z,2026-08-25T14:48:32.544032Z,bulk://analysis/cap-20260825T142817-9949c81ca994/capture-0519963f25144300b914f76ce51cc334/manifest.json,sha256:65a3e32bb28c2df643f0aa66d4086632134ff4a977ca47a80e3f9928f9e2ef9f,sha256:aaf56724083d7d13ba5e1b297e2913db59d20cecdd251b9a9344e9851f800eb0,966,138,138,0,0,408818429,/srv/bulk/leo/recordings/2026/08/25/cap-20260825T142817-9949c81ca994/manifest.json,/srv/bulk/leo/analysis/cap-20260825T142817-9949c81ca994/capture-0519963f25144300b914f76ce51cc334/manifest.json,4p-cross,4,cross-band,12.675,33.76578711621096,1743,29,64,stream-1/radio_pluto_19f2/RX1;stream-1/radio_pluto_19f2/RX0;stream-0/radio_pluto_5d4d/RX0;stream-0/radio_pluto_5d4d/RX1,sha256:f1c843964a6aa6af7eeb3fc4ad22d012b27eb84748785d6ed63a30380e4067e2;sha256:760b07688dc403c578bbae3144cb126aa275aaaf4f07887f70b0b91f1711343b;sha256:32be90ca6288654a07bef8b9c4e4f18743ca6d8153c9336e0ed262ac00e59ce6;sha256:a9f3f224a271cd1f184a39667300d3fa9bead0443833aae5f7fdae8922a9abaa
cap-20260825T143051-e9cfa06eb5fb,2026-08-25T14:30:54.486279Z,2026-08-25T14:31:54.621766Z,1106770,committed,bulk://recordings/2026/08/25/cap-20260825T143051-e9cfa06eb5fb,sha256:3e6f80ac1d772890a891861f0ba611a839c9cf649213aedf01865ae34909b3a9,t,capture-ca8ad81f500948768feeefa3beb49885,standard,d331df8eaf4f64bfb2cec75e1c664af10aebbdd8,new_capture,succeeded,2026-08-25T14:31:59.695543Z,2026-08-25T14:55:14.370580Z,bulk://analysis/cap-20260825T143051-e9cfa06eb5fb/capture-ca8ad81f500948768feeefa3beb49885/manifest.json,sha256:712fa8eedadc12dc191dd46915a6ebbed42fbac845a6c8f629c224ac61c82034,sha256:3e6f80ac1d772890a891861f0ba611a839c9cf649213aedf01865ae34909b3a9,967,138,108,30,0,269802624,/srv/bulk/leo/recordings/2026/08/25/cap-20260825T143051-e9cfa06eb5fb/manifest.json,/srv/bulk/leo/analysis/cap-20260825T143051-e9cfa06eb5fb/capture-ca8ad81f500948768feeefa3beb49885/manifest.json,2p-cross,2,cross-band,6.525,14.057111943666769,204,16,32,stream-1/radio_pluto_19f2/RX1;stream-0/radio_pluto_5d4d/RX1,sha256:48a83a414c15ee9bdf1785fcfb6e254459416a61202566ddc528ef22e3987caf;sha256:a58a34dfa753730461eb58dd51ca71a05db1d8c9ec163e09ef87ae65d4a25a13
cap-20260825T144823-4a812245fce1,2026-08-25T14:48:26.671283Z,2026-08-25T14:49:26.793838Z,1106770,committed,bulk://recordings/2026/08/25/cap-20260825T144823-4a812245fce1,sha256:34354ed9e1e3b5049db5ffa7352cf571ff8c48fb5fd931a3f8154740458901ee,t,capture-40f352e091104c55b7d6ba3cef588ee8,standard,d331df8eaf4f64bfb2cec75e1c664af10aebbdd8,new_capture,succeeded,2026-08-25T14:49:31.593477Z,2026-08-25T15:05:34.679013Z,bulk://analysis/cap-20260825T144823-4a812245fce1/capture-40f352e091104c55b7d6ba3cef588ee8/manifest.json,sha256:1eede9a442f34df082b5caf62701922b6811e4ad6c9f1c8e98cd907bb69d8069,sha256:34354ed9e1e3b5049db5ffa7352cf571ff8c48fb5fd931a3f8154740458901ee,968,138,138,0,0,384912167,/srv/bulk/leo/recordings/2026/08/25/cap-20260825T144823-4a812245fce1/manifest.json,/srv/bulk/leo/analysis/cap-20260825T144823-4a812245fce1/capture-40f352e091104c55b7d6ba3cef588ee8/manifest.json,4p-same,4,same-band,7.775,64.15870973046185,928,0,64,stream-0/radio_pluto_5d4d/RX1;stream-0/radio_pluto_5d4d/RX0;stream-1/radio_pluto_19f2/RX1;stream-1/radio_pluto_19f2/RX0,sha256:c5aaf87df037902343117de0faf96245dd727eb5c3f91374edd428517708d6f1;sha256:425c775f79e9dc67e204708b551e00a68e6741be778861254eb665661bd7d679;sha256:3c7832ad88572d00e5693fce667bcbf1afdb30b14050e74ba5bc46d020061b42;sha256:fbd3ba89414b44aae8c7fe2f0c1d6a88393c88be76e919cb3cca0a7f614944a5
