case_id,exact_model,group_id,held_capped_rms_hz,held_uncapped_rms_hz,method,partition,prior,reason,reference_error_km,scale_s,scan_count,scope,source,status,tau_boundary_count,tau_s,view
validation_20260922_08_6,,20260922_08,,,linearized_scan_epoch_scale1_sensitivity,validation,reno,pending diagnostic only; not the sealed nonlinear 0.2/1/5 s model,,,6,DS1 frozen blind trace,,pending,,,6
validation_20260922_08_6,,20260922_08,,,linearized_norad_rate,validation,reno,pending diagnostic only; lacks historical exact/quartic phase-state gate,,,6,DS1 frozen blind trace,,pending,,,6
validation_20260922_08_6,,20260922_08,,,fixed_scale_robust_rate_sensitivity,validation,reno,pending sensitivity only; selection objective differs from formal likelihood,,,6,DS1 frozen blind trace,,pending,,,6
validation_20260922_08_6,,20260922_08,,,fractional_track_time,validation,reno,not applicable: historical support exceeded present timing authority and failed another group,,,6,DS1 frozen blind trace,,not_applicable,,,6
validation_20260922_08_6,,20260922_08,,,dual_rx_beam_geometry,validation,reno,not applicable: no calibrated dual-RX/beam evidence in scalar DS1 cache,,,6,DS1 frozen blind trace,,not_applicable,,,6
validation_20260922_08_6,,20260922_08,345.11011730675284,386.40353054682566,ds1_tau_zero,validation,sacramento,,5.699143073147623,,6,DS1 frozen blind trace,reports/2026_09_24_ds1/evaluation.json,completed,,,6
validation_20260922_08_6,,20260922_08,342.4826953485677,378.71400006343947,ds1_shared_tau,validation,sacramento,,3.6241034464355124,,6,DS1 frozen blind trace,reports/2026_09_24_ds1/evaluation.json,completed,,,6
validation_20260922_08_6,,20260922_08,,,fixed_identity_tau_zero_control,validation,sacramento,pending matched rerun after corrected tau-zero ID definition,,,6,DS1 frozen blind trace,,pending,,,6
validation_20260922_08_6,,20260922_08,,,linearized_scan_epoch_scale1_sensitivity,validation,sacramento,pending diagnostic only; not the sealed nonlinear 0.2/1/5 s model,,,6,DS1 frozen blind trace,,pending,,,6
validation_20260922_08_6,,20260922_08,,,linearized_norad_rate,validation,sacramento,pending diagnostic only; lacks historical exact/quartic phase-state gate,,,6,DS1 frozen blind trace,,pending,,,6
validation_20260922_08_6,,20260922_08,,,fixed_scale_robust_rate_sensitivity,validation,sacramento,pending sensitivity only; selection objective differs from formal likelihood,,,6,DS1 frozen blind trace,,pending,,,6
validation_20260922_08_6,,20260922_08,,,fractional_track_time,validation,sacramento,not applicable: historical support exceeded present timing authority and failed another group,,,6,DS1 frozen blind trace,,not_applicable,,,6
validation_20260922_08_6,,20260922_08,,,dual_rx_beam_geometry,validation,sacramento,not applicable: no calibrated dual-RX/beam evidence in scalar DS1 cache,,,6,DS1 frozen blind trace,,not_applicable,,,6
validation_20260922_08_16,,20260922_08,386.53537312916444,576.6742115021462,ds1_tau_zero,validation,reno,,13.690812914113524,,16,DS1 frozen blind trace,reports/2026_09_24_ds1/evaluation.json,completed,,,16
validation_20260922_08_16,,20260922_08,379.998571294533,554.4705217061727,ds1_shared_tau,validation,reno,,12.273434245206877,,16,DS1 frozen blind trace,reports/2026_09_24_ds1/evaluation.json,completed,,,16
validation_20260922_08_16,,20260922_08,,,fixed_identity_tau_zero_control,validation,reno,pending matched rerun after corrected tau-zero ID definition,,,16,DS1 frozen blind trace,,pending,,,16
validation_20260922_08_16,,20260922_08,,,linearized_scan_epoch_scale1_sensitivity,validation,reno,pending diagnostic only; not the sealed nonlinear 0.2/1/5 s model,,,16,DS1 frozen blind trace,,pending,,,16
validation_20260922_08_16,,20260922_08,,,linearized_norad_rate,validation,reno,pending diagnostic only; lacks historical exact/quartic phase-state gate,,,16,DS1 frozen blind trace,,pending,,,16
validation_20260922_08_16,,20260922_08,,,fixed_scale_robust_rate_sensitivity,validation,reno,pending sensitivity only; selection objective differs from formal likelihood,,,16,DS1 frozen blind trace,,pending,,,16
validation_20260922_08_16,,20260922_08,,,fractional_track_time,validation,reno,not applicable: historical support exceeded present timing authority and failed another group,,,16,DS1 frozen blind trace,,not_applicable,,,16
validation_20260922_08_16,,20260922_08,,,dual_rx_beam_geometry,validation,reno,not applicable: no calibrated dual-RX/beam evidence in scalar DS1 cache,,,16,DS1 frozen blind trace,,not_applicable,,,16
validation_20260922_08_16,,20260922_08,387.19374417962985,577.269106395338,ds1_tau_zero,validation,sacramento,,13.754450268200962,,16,DS1 frozen blind trace,reports/2026_09_24_ds1/evaluation.json,completed,,,16
validation_20260922_08_16,,20260922_08,380.0271354969244,554.4316894740573,ds1_shared_tau,validation,sacramento,,12.215509603961477,,16,DS1 frozen blind trace,reports/2026_09_24_ds1/evaluation.json,completed,,,16
validation_20260922_08_16,,20260922_08,,,fixed_identity_tau_zero_control,validation,sacramento,pending matched rerun after corrected tau-zero ID definition,,,16,DS1 frozen blind trace,,pending,,,16
validation_20260922_08_16,,20260922_08,,,linearized_scan_epoch_scale1_sensitivity,validation,sacramento,pending diagnostic only; not the sealed nonlinear 0.2/1/5 s model,,,16,DS1 frozen blind trace,,pending,,,16
validation_20260922_08_16,,20260922_08,,,linearized_norad_rate,validation,sacramento,pending diagnostic only; lacks historical exact/quartic phase-state gate,,,16,DS1 frozen blind trace,,pending,,,16
validation_20260922_08_16,,20260922_08,,,fixed_scale_robust_rate_sensitivity,validation,sacramento,pending sensitivity only; selection objective differs from formal likelihood,,,16,DS1 frozen blind trace,,pending,,,16
validation_20260922_08_16,,20260922_08,,,fractional_track_time,validation,sacramento,not applicable: historical support exceeded present timing authority and failed another group,,,16,DS1 frozen blind trace,,not_applicable,,,16
validation_20260922_08_16,,20260922_08,,,dual_rx_beam_geometry,validation,sacramento,not applicable: no calibrated dual-RX/beam evidence in scalar DS1 cache,,,16,DS1 frozen blind trace,,not_applicable,,,16
validation_20260922_08_all,,20260922_08,315.78308858830053,483.16145169190116,ds1_tau_zero,validation,reno,,4.927279078142444,,44,DS1 frozen blind trace,reports/2026_09_24_ds1/evaluation.json,completed,,,all
validation_20260922_08_all,,20260922_08,314.7994652568898,482.34819784802556,ds1_shared_tau,validation,reno,,3.7153088098969085,,44,DS1 frozen blind trace,reports/2026_09_24_ds1/evaluation.json,completed,,,all
validation_20260922_08_all,,20260922_08,,,fixed_identity_tau_zero_control,validation,reno,pending matched rerun after corrected tau-zero ID definition,,,44,DS1 frozen blind trace,,pending,,,all
validation_20260922_08_all,,20260922_08,,,linearized_scan_epoch_scale1_sensitivity,validation,reno,pending diagnostic only; not the sealed nonlinear 0.2/1/5 s model,,,44,DS1 frozen blind trace,,pending,,,all
validation_20260922_08_all,,20260922_08,,,linearized_norad_rate,validation,reno,pending diagnostic only; lacks historical exact/quartic phase-state gate,,,44,DS1 frozen blind trace,,pending,,,all
validation_20260922_08_all,,20260922_08,,,fixed_scale_robust_rate_sensitivity,validation,reno,pending sensitivity only; selection objective differs from formal likelihood,,,44,DS1 frozen blind trace,,pending,,,all
validation_20260922_08_all,,20260922_08,,,fractional_track_time,validation,reno,not applicable: historical support exceeded present timing authority and failed another group,,,44,DS1 frozen blind trace,,not_applicable,,,all
validation_20260922_08_all,,20260922_08,,,dual_rx_beam_geometry,validation,reno,not applicable: no calibrated dual-RX/beam evidence in scalar DS1 cache,,,44,DS1 frozen blind trace,,not_applicable,,,all
validation_20260922_08_all,,20260922_08,315.8078980494962,482.59046145122034,ds1_tau_zero,validation,sacramento,,4.992583412494412,,44,DS1 frozen blind trace,reports/2026_09_24_ds1/evaluation.json,completed,,,all
validation_20260922_08_all,,20260922_08,315.3923937388212,483.00959283067095,ds1_shared_tau,validation,sacramento,,4.062647764060781,,44,DS1 frozen blind trace,reports/2026_09_24_ds1/evaluation.json,completed,,,all
validation_20260922_08_all,,20260922_08,,,fixed_identity_tau_zero_control,validation,sacramento,pending matched rerun after corrected tau-zero ID definition,,,44,DS1 frozen blind trace,,pending,,,all
validation_20260922_08_all,,20260922_08,,,linearized_scan_epoch_scale1_sensitivity,validation,sacramento,pending diagnostic only; not the sealed nonlinear 0.2/1/5 s model,,,44,DS1 frozen blind trace,,pending,,,all
validation_20260922_08_all,,20260922_08,,,linearized_norad_rate,validation,sacramento,pending diagnostic only; lacks historical exact/quartic phase-state gate,,,44,DS1 frozen blind trace,,pending,,,all
validation_20260922_08_all,,20260922_08,,,fixed_scale_robust_rate_sensitivity,validation,sacramento,pending sensitivity only; selection objective differs from formal likelihood,,,44,DS1 frozen blind trace,,pending,,,all
validation_20260922_08_all,,20260922_08,,,fractional_track_time,validation,sacramento,not applicable: historical support exceeded present timing authority and failed another group,,,44,DS1 frozen blind trace,,not_applicable,,,all
validation_20260922_08_all,,20260922_08,,,dual_rx_beam_geometry,validation,sacramento,not applicable: no calibrated dual-RX/beam evidence in scalar DS1 cache,,,44,DS1 frozen blind trace,,not_applicable,,,all
validation_20260921_08_1,,20260921_08,378.8040250253452,976.6573861166015,ds1_tau_zero,validation,reno,,33.776564965117515,,1,DS1 frozen blind trace,reports/2026_09_24_ds1/evaluation.json,completed,,,1
validation_20260921_08_1,,20260921_08,378.4426026884715,974.3683952372143,ds1_shared_tau,validation,reno,,33.963162018768244,,1,DS1 frozen blind trace,reports/2026_09_24_ds1/evaluation.json,completed,,,1
validation_20260921_08_1,,20260921_08,,,fixed_identity_tau_zero_control,validation,reno,pending matched rerun after corrected tau-zero ID definition,,,1,DS1 frozen blind trace,,pending,,,1
validation_20260921_08_1,,20260921_08,,,linearized_scan_epoch_scale1_sensitivity,validation,reno,pending diagnostic only; not the sealed nonlinear 0.2/1/5 s model,,,1,DS1 frozen blind trace,,pending,,,1
validation_20260921_08_1,,20260921_08,,,linearized_norad_rate,validation,reno,pending diagnostic only; lacks historical exact/quartic phase-state gate,,,1,DS1 frozen blind trace,,pending,,,1
validation_20260921_08_1,,20260921_08,,,fixed_scale_robust_rate_sensitivity,validation,reno,pending sensitivity only; selection objective differs from formal likelihood,,,1,DS1 frozen blind trace,,pending,,,1
validation_20260921_08_1,,20260921_08,,,fractional_track_time,validation,reno,not applicable: historical support exceeded present timing authority and failed another group,,,1,DS1 frozen blind trace,,not_applicable,,,1
validation_20260921_08_1,,20260921_08,,,dual_rx_beam_geometry,validation,reno,not applicable: no calibrated dual-RX/beam evidence in scalar DS1 cache,,,1,DS1 frozen blind trace,,not_applicable,,,1
validation_20260921_08_1,,20260921_08,378.7579637767046,976.4963517235464,ds1_tau_zero,validation,sacramento,,33.64141694806906,,1,DS1 frozen blind trace,reports/2026_09_24_ds1/evaluation.json,completed,,,1
validation_20260921_08_1,,20260921_08,378.7582320868508,974.8853681591518,ds1_shared_tau,validation,sacramento,,34.08457579133992,,1,DS1 frozen blind trace,reports/2026_09_24_ds1/evaluation.json,completed,,,1
validation_20260921_08_1,,20260921_08,,,fixed_identity_tau_zero_control,validation,sacramento,pending matched rerun after corrected tau-zero ID definition,,,1,DS1 frozen blind trace,,pending,,,1
validation_20260921_08_1,,20260921_08,,,linearized_scan_epoch_scale1_sensitivity,validation,sacramento,pending diagnostic only; not the sealed nonlinear 0.2/1/5 s model,,,1,DS1 frozen blind trace,,pending,,,1
validation_20260921_08_1,,20260921_08,,,linearized_norad_rate,validation,sacramento,pending diagnostic only; lacks historical exact/quartic phase-state gate,,,1,DS1 frozen blind trace,,pending,,,1
validation_20260921_08_1,,20260921_08,,,fixed_scale_robust_rate_sensitivity,validation,sacramento,pending sensitivity only; selection objective differs from formal likelihood,,,1,DS1 frozen blind trace,,pending,,,1
validation_20260921_08_1,,20260921_08,,,fractional_track_time,validation,sacramento,not applicable: historical support exceeded present timing authority and failed another group,,,1,DS1 frozen blind trace,,not_applicable,,,1
validation_20260921_08_1,,20260921_08,,,dual_rx_beam_geometry,validation,sacramento,not applicable: no calibrated dual-RX/beam evidence in scalar DS1 cache,,,1,DS1 frozen blind trace,,not_applicable,,,1
validation_20260921_08_6,,20260921_08,316.70160597053786,533.212162207243,ds1_tau_zero,validation,reno,,6.280195816106613,,6,DS1 frozen blind trace,reports/2026_09_24_ds1/evaluation.json,completed,,,6
validation_20260921_08_6,,20260921_08,313.8941447797142,527.6522090716842,ds1_shared_tau,validation,reno,,4.019739233804964,,6,DS1 frozen blind trace,reports/2026_09_24_ds1/evaluation.json,completed,,,6
validation_20260921_08_6,,20260921_08,,,fixed_identity_tau_zero_control,validation,reno,pending matched rerun after corrected tau-zero ID definition,,,6,DS1 frozen blind trace,,pending,,,6
validation_20260921_08_6,,20260921_08,,,linearized_scan_epoch_scale1_sensitivity,validation,reno,pending diagnostic only; not the sealed nonlinear 0.2/1/5 s model,,,6,DS1 frozen blind trace,,pending,,,6
validation_20260921_08_6,,20260921_08,,,linearized_norad_rate,validation,reno,pending diagnostic only; lacks historical exact/quartic phase-state gate,,,6,DS1 frozen blind trace,,pending,,,6
validation_20260921_08_6,,20260921_08,,,fixed_scale_robust_rate_sensitivity,validation,reno,pending sensitivity only; selection objective differs from formal likelihood,,,6,DS1 frozen blind trace,,pending,,,6
validation_20260921_08_6,,20260921_08,,,fractional_track_time,validation,reno,not applicable: historical support exceeded present timing authority and failed another group,,,6,DS1 frozen blind trace,,not_applicable,,,6
validation_20260921_08_6,,20260921_08,,,dual_rx_beam_geometry,validation,reno,not applicable: no calibrated dual-RX/beam evidence in scalar DS1 cache,,,6,DS1 frozen blind trace,,not_applicable,,,6
validation_20260921_08_6,,20260921_08,316.6765089526595,533.0265455192335,ds1_tau_zero,validation,sacramento,,6.184912602904582,,6,DS1 frozen blind trace,reports/2026_09_24_ds1/evaluation.json,completed,,,6
validation_20260921_08_6,,20260921_08,314.13052220260937,528.8628169905672,ds1_shared_tau,validation,sacramento,,3.9238294310416206,,6,DS1 frozen blind trace,reports/2026_09_24_ds1/evaluation.json,completed,,,6
validation_20260921_08_6,,20260921_08,,,fixed_identity_tau_zero_control,validation,sacramento,pending matched rerun after corrected tau-zero ID definition,,,6,DS1 frozen blind trace,,pending,,,6
validation_20260921_08_6,,20260921_08,,,linearized_scan_epoch_scale1_sensitivity,validation,sacramento,pending diagnostic only; not the sealed nonlinear 0.2/1/5 s model,,,6,DS1 frozen blind trace,,pending,,,6
validation_20260921_08_6,,20260921_08,,,linearized_norad_rate,validation,sacramento,pending diagnostic only; lacks historical exact/quartic phase-state gate,,,6,DS1 frozen blind trace,,pending,,,6
validation_20260921_08_6,,20260921_08,,,fixed_scale_robust_rate_sensitivity,validation,sacramento,pending sensitivity only; selection objective differs from formal likelihood,,,6,DS1 frozen blind trace,,pending,,,6
validation_20260921_08_6,,20260921_08,,,fractional_track_time,validation,sacramento,not applicable: historical support exceeded present timing authority and failed another group,,,6,DS1 frozen blind trace,,not_applicable,,,6
validation_20260921_08_6,,20260921_08,,,dual_rx_beam_geometry,validation,sacramento,not applicable: no calibrated dual-RX/beam evidence in scalar DS1 cache,,,6,DS1 frozen blind trace,,not_applicable,,,6
validation_20260921_08_16,,20260921_08,285.2908207697576,391.9548122349317,ds1_tau_zero,validation,reno,,6.621506064279924,,16,DS1 frozen blind trace,reports/2026_09_24_ds1/evaluation.json,completed,,,16
validation_20260921_08_16,,20260921_08,281.06696675588165,386.484411760208,ds1_shared_tau,validation,reno,,5.025706123895588,,16,DS1 frozen blind trace,reports/2026_09_24_ds1/evaluation.json,completed,,,16
validation_20260921_08_16,,20260921_08,,,fixed_identity_tau_zero_control,validation,reno,pending matched rerun after corrected tau-zero ID definition,,,16,DS1 frozen blind trace,,pending,,,16
validation_20260921_08_16,,20260921_08,,,linearized_scan_epoch_scale1_sensitivity,validation,reno,pending diagnostic only; not the sealed nonlinear 0.2/1/5 s model,,,16,DS1 frozen blind trace,,pending,,,16
validation_20260921_08_16,,20260921_08,,,linearized_norad_rate,validation,reno,pending diagnostic only; lacks historical exact/quartic phase-state gate,,,16,DS1 frozen blind trace,,pending,,,16
validation_20260921_08_16,,20260921_08,,,fixed_scale_robust_rate_sensitivity,validation,reno,pending sensitivity only; selection objective differs from formal likelihood,,,16,DS1 frozen blind trace,,pending,,,16
validation_20260921_08_16,,20260921_08,,,fractional_track_time,validation,reno,not applicable: historical support exceeded present timing authority and failed another group,,,16,DS1 frozen blind trace,,not_applicable,,,16
validation_20260921_08_16,,20260921_08,,,dual_rx_beam_geometry,validation,reno,not applicable: no calibrated dual-RX/beam evidence in scalar DS1 cache,,,16,DS1 frozen blind trace,,not_applicable,,,16
validation_20260921_08_16,,20260921_08,285.3488200241245,389.0940599657467,ds1_tau_zero,validation,sacramento,,6.704003813675307,,16,DS1 frozen blind trace,reports/2026_09_24_ds1/evaluation.json,completed,,,16
validation_20260921_08_16,,20260921_08,280.92639144273335,386.3513088239251,ds1_shared_tau,validation,sacramento,,4.963570158744579,,16,DS1 frozen blind trace,reports/2026_09_24_ds1/evaluation.json,completed,,,16
validation_20260921_08_16,,20260921_08,,,fixed_identity_tau_zero_control,validation,sacramento,pending matched rerun after corrected tau-zero ID definition,,,16,DS1 frozen blind trace,,pending,,,16
validation_20260921_08_16,,20260921_08,,,linearized_scan_epoch_scale1_sensitivity,validation,sacramento,pending diagnostic only; not the sealed nonlinear 0.2/1/5 s model,,,16,DS1 frozen blind trace,,pending,,,16
validation_20260921_08_16,,20260921_08,,,linearized_norad_rate,validation,sacramento,pending diagnostic only; lacks historical exact/quartic phase-state gate,,,16,DS1 frozen blind trace,,pending,,,16
validation_20260921_08_16,,20260921_08,,,fixed_scale_robust_rate_sensitivity,validation,sacramento,pending sensitivity only; selection objective differs from formal likelihood,,,16,DS1 frozen blind trace,,pending,,,16
validation_20260921_08_16,,20260921_08,,,fractional_track_time,validation,sacramento,not applicable: historical support exceeded present timing authority and failed another group,,,16,DS1 frozen blind trace,,not_applicable,,,16
validation_20260921_08_16,,20260921_08,,,dual_rx_beam_geometry,validation,sacramento,not applicable: no calibrated dual-RX/beam evidence in scalar DS1 cache,,,16,DS1 frozen blind trace,,not_applicable,,,16
validation_20260921_08_all,,20260921_08,296.0416379587105,460.9336868209907,ds1_tau_zero,validation,reno,,5.721855145057397,,80,DS1 frozen blind trace,reports/2026_09_24_ds1/evaluation.json,completed,,,all
validation_20260921_08_all,,20260921_08,285.82062242746076,450.2571224317789,ds1_shared_tau,validation,reno,,3.0136238560679307,,80,DS1 frozen blind trace,reports/2026_09_24_ds1/evaluation.json,completed,,,all
validation_20260921_08_all,,20260921_08,,,fixed_identity_tau_zero_control,validation,reno,pending matched rerun after corrected tau-zero ID definition,,,80,DS1 frozen blind trace,,pending,,,all
validation_20260921_08_all,,20260921_08,,,linearized_scan_epoch_scale1_sensitivity,validation,reno,pending diagnostic only; not the sealed nonlinear 0.2/1/5 s model,,,80,DS1 frozen blind trace,,pending,,,all
validation_20260921_08_all,,20260921_08,,,linearized_norad_rate,validation,reno,pending diagnostic only; lacks historical exact/quartic phase-state gate,,,80,DS1 frozen blind trace,,pending,,,all
validation_20260921_08_all,,20260921_08,,,fixed_scale_robust_rate_sensitivity,validation,reno,pending sensitivity only; selection objective differs from formal likelihood,,,80,DS1 frozen blind trace,,pending,,,all
validation_20260921_08_all,,20260921_08,,,fractional_track_time,validation,reno,not applicable: historical support exceeded present timing authority and failed another group,,,80,DS1 frozen blind trace,,not_applicable,,,all
validation_20260921_08_all,,20260921_08,,,dual_rx_beam_geometry,validation,reno,not applicable: no calibrated dual-RX/beam evidence in scalar DS1 cache,,,80,DS1 frozen blind trace,,not_applicable,,,all
validation_20260921_08_all,,20260921_08,296.03815880104344,460.9555287795332,ds1_tau_zero,validation,sacramento,,5.654800338475132,,80,DS1 frozen blind trace,reports/2026_09_24_ds1/evaluation.json,completed,,,all
validation_20260921_08_all,,20260921_08,285.70849682143086,450.2021661775914,ds1_shared_tau,validation,sacramento,,2.9693928426641265,,80,DS1 frozen blind trace,reports/2026_09_24_ds1/evaluation.json,completed,,,all
validation_20260921_08_all,,20260921_08,,,fixed_identity_tau_zero_control,validation,sacramento,pending matched rerun after corrected tau-zero ID definition,,,80,DS1 frozen blind trace,,pending,,,all
validation_20260921_08_all,,20260921_08,,,linearized_scan_epoch_scale1_sensitivity,validation,sacramento,pending diagnostic only; not the sealed nonlinear 0.2/1/5 s model,,,80,DS1 frozen blind trace,,pending,,,all
validation_20260921_08_all,,20260921_08,,,linearized_norad_rate,validation,sacramento,pending diagnostic only; lacks historical exact/quartic phase-state gate,,,80,DS1 frozen blind trace,,pending,,,all
validation_20260921_08_all,,20260921_08,,,fixed_scale_robust_rate_sensitivity,validation,sacramento,pending sensitivity only; selection objective differs from formal likelihood,,,80,DS1 frozen blind trace,,pending,,,all
validation_20260921_08_all,,20260921_08,,,fractional_track_time,validation,sacramento,not applicable: historical support exceeded present timing authority and failed another group,,,80,DS1 frozen blind trace,,not_applicable,,,all
validation_20260921_08_all,,20260921_08,,,dual_rx_beam_geometry,validation,sacramento,not applicable: no calibrated dual-RX/beam evidence in scalar DS1 cache,,,80,DS1 frozen blind trace,,not_applicable,,,all
test_20260922_00_1,,20260922_00,371.4673426374719,379.47766426667414,ds1_tau_zero,test,reno,,714.9207020134652,,1,DS1 frozen blind trace,reports/2026_09_24_ds1/evaluation.json,completed,,,1
test_20260922_00_1,,20260922_00,370.1181446344279,378.0408082994057,ds1_shared_tau,test,reno,,713.4518304189215,,1,DS1 frozen blind trace,reports/2026_09_24_ds1/evaluation.json,completed,,,1
test_20260922_00_1,,20260922_00,,,fixed_identity_tau_zero_control,test,reno,pending matched rerun after corrected tau-zero ID definition,,,1,DS1 frozen blind trace,,pending,,,1
test_20260922_00_1,,20260922_00,,,linearized_scan_epoch_scale1_sensitivity,test,reno,pending diagnostic only; not the sealed nonlinear 0.2/1/5 s model,,,1,DS1 frozen blind trace,,pending,,,1
test_20260922_00_1,,20260922_00,,,linearized_norad_rate,test,reno,pending diagnostic only; lacks historical exact/quartic phase-state gate,,,1,DS1 frozen blind trace,,pending,,,1
test_20260922_00_1,,20260922_00,,,fixed_scale_robust_rate_sensitivity,test,reno,pending sensitivity only; selection objective differs from formal likelihood,,,1,DS1 frozen blind trace,,pending,,,1
test_20260922_00_1,,20260922_00,,,fractional_track_time,test,reno,not applicable: historical support exceeded present timing authority and failed another group,,,1,DS1 frozen blind trace,,not_applicable,,,1
test_20260922_00_1,,20260922_00,,,dual_rx_beam_geometry,test,reno,not applicable: no calibrated dual-RX/beam evidence in scalar DS1 cache,,,1,DS1 frozen blind trace,,not_applicable,,,1
test_20260922_00_1,,20260922_00,203.8454858520445,217.1503420168036,ds1_tau_zero,test,sacramento,,8.758679140560377,,1,DS1 frozen blind trace,reports/2026_09_24_ds1/evaluation.json,completed,,,1
test_20260922_00_1,,20260922_00,203.8454858520445,217.1503420168036,ds1_shared_tau,test,sacramento,,8.758679140560377,,1,DS1 frozen blind trace,reports/2026_09_24_ds1/evaluation.json,completed,,,1
test_20260922_00_1,,20260922_00,,,fixed_identity_tau_zero_control,test,sacramento,pending matched rerun after corrected tau-zero ID definition,,,1,DS1 frozen blind trace,,pending,,,1
test_20260922_00_1,,20260922_00,,,linearized_scan_epoch_scale1_sensitivity,test,sacramento,pending diagnostic only; not the sealed nonlinear 0.2/1/5 s model,,,1,DS1 frozen blind trace,,pending,,,1
test_20260922_00_1,,20260922_00,,,linearized_norad_rate,test,sacramento,pending diagnostic only; lacks historical exact/quartic phase-state gate,,,1,DS1 frozen blind trace,,pending,,,1
test_20260922_00_1,,20260922_00,,,fixed_scale_robust_rate_sensitivity,test,sacramento,pending sensitivity only; selection objective differs from formal likelihood,,,1,DS1 frozen blind trace,,pending,,,1
test_20260922_00_1,,20260922_00,,,fractional_track_time,test,sacramento,not applicable: historical support exceeded present timing authority and failed another group,,,1,DS1 frozen blind trace,,not_applicable,,,1
test_20260922_00_1,,20260922_00,,,dual_rx_beam_geometry,test,sacramento,not applicable: no calibrated dual-RX/beam evidence in scalar DS1 cache,,,1,DS1 frozen blind trace,,not_applicable,,,1
test_20260922_00_6,,20260922_00,217.39944683315272,222.821833136618,ds1_tau_zero,test,reno,,10.079598951710313,,6,DS1 frozen blind trace,reports/2026_09_24_ds1/evaluation.json,completed,,,6
test_20260922_00_6,,20260922_00,212.7903466843326,218.64957103031492,ds1_shared_tau,test,reno,,8.26455210108507,,6,DS1 frozen blind trace,reports/2026_09_24_ds1/evaluation.json,completed,,,6
test_20260922_00_6,,20260922_00,,,fixed_identity_tau_zero_control,test,reno,pending matched rerun after corrected tau-zero ID definition,,,6,DS1 frozen blind trace,,pending,,,6
test_20260922_00_6,,20260922_00,,,linearized_scan_epoch_scale1_sensitivity,test,reno,pending diagnostic only; not the sealed nonlinear 0.2/1/5 s model,,,6,DS1 frozen blind trace,,pending,,,6
test_20260922_00_6,,20260922_00,,,linearized_norad_rate,test,reno,pending diagnostic only; lacks historical exact/quartic phase-state gate,,,6,DS1 frozen blind trace,,pending,,,6
test_20260922_00_6,,20260922_00,,,fixed_scale_robust_rate_sensitivity,test,reno,pending sensitivity only; selection objective differs from formal likelihood,,,6,DS1 frozen blind trace,,pending,,,6
test_20260922_00_6,,20260922_00,,,fractional_track_time,test,reno,not applicable: historical support exceeded present timing authority and failed another group,,,6,DS1 frozen blind trace,,not_applicable,,,6
test_20260922_00_6,,20260922_00,,,dual_rx_beam_geometry,test,reno,not applicable: no calibrated dual-RX/beam evidence in scalar DS1 cache,,,6,DS1 frozen blind trace,,not_applicable,,,6
test_20260922_00_6,,20260922_00,217.37262373280316,222.7990999137464,ds1_tau_zero,test,sacramento,,10.182109417587801,,6,DS1 frozen blind trace,reports/2026_09_24_ds1/evaluation.json,completed,,,6
test_20260922_00_6,,20260922_00,212.8032314958035,218.65819249212888,ds1_shared_tau,test,sacramento,,8.266375232894633,,6,DS1 frozen blind trace,reports/2026_09_24_ds1/evaluation.json,completed,,,6
test_20260922_00_6,,20260922_00,,,fixed_identity_tau_zero_control,test,sacramento,pending matched rerun after corrected tau-zero ID definition,,,6,DS1 frozen blind trace,,pending,,,6
test_20260922_00_6,,20260922_00,,,linearized_scan_epoch_scale1_sensitivity,test,sacramento,pending diagnostic only; not the sealed nonlinear 0.2/1/5 s model,,,6,DS1 frozen blind trace,,pending,,,6
test_20260922_00_6,,20260922_00,,,linearized_norad_rate,test,sacramento,pending diagnostic only; lacks historical exact/quartic phase-state gate,,,6,DS1 frozen blind trace,,pending,,,6
test_20260922_00_6,,20260922_00,,,fixed_scale_robust_rate_sensitivity,test,sacramento,pending sensitivity only; selection objective differs from formal likelihood,,,6,DS1 frozen blind trace,,pending,,,6
test_20260922_00_6,,20260922_00,,,fractional_track_time,test,sacramento,not applicable: historical support exceeded present timing authority and failed another group,,,6,DS1 frozen blind trace,,not_applicable,,,6
test_20260922_00_6,,20260922_00,,,dual_rx_beam_geometry,test,sacramento,not applicable: no calibrated dual-RX/beam evidence in scalar DS1 cache,,,6,DS1 frozen blind trace,,not_applicable,,,6
test_20260922_00_16,,20260922_00,250.47346010621862,299.5326837181708,ds1_tau_zero,test,reno,,6.851862415599935,,16,DS1 frozen blind trace,reports/2026_09_24_ds1/evaluation.json,completed,,,16
test_20260922_00_16,,20260922_00,246.85067870014433,295.0393072490973,ds1_shared_tau,test,reno,,5.139385259595436,,16,DS1 frozen blind trace,reports/2026_09_24_ds1/evaluation.json,completed,,,16
test_20260922_00_16,,20260922_00,,,fixed_identity_tau_zero_control,test,reno,pending matched rerun after corrected tau-zero ID definition,,,16,DS1 frozen blind trace,,pending,,,16
test_20260922_00_16,,20260922_00,,,linearized_scan_epoch_scale1_sensitivity,test,reno,pending diagnostic only; not the sealed nonlinear 0.2/1/5 s model,,,16,DS1 frozen blind trace,,pending,,,16
test_20260922_00_16,,20260922_00,,,linearized_norad_rate,test,reno,pending diagnostic only; lacks historical exact/quartic phase-state gate,,,16,DS1 frozen blind trace,,pending,,,16
test_20260922_00_16,,20260922_00,,,fixed_scale_robust_rate_sensitivity,test,reno,pending sensitivity only; selection objective differs from formal likelihood,,,16,DS1 frozen blind trace,,pending,,,16
